text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category,emoji_count,emoticon_count,punct_count,char_count,text_clean,text_nostop
"Je voudrais tellement être normale, pouvoir profiter des petits bonheurs comme avant. Mais cette culpabilité constante m'en empêche.",19,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,132,je voudrais tellement être normale pouvoir profiter des petits bonheurs comme avant mais cette culpabilité constante m en empêche,voudrais normale pouvoir profiter petits bonheurs culpabilité constante empêche
"Dans mes moments les plus sombres, je me dis que ma famille serait peut-être plus heureuse sans le fardeau que je représente.",22,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,125,dans mes moments les plus sombres je me dis que ma famille serait peutêtre plus heureuse sans le fardeau que je représente,moments plus sombres dis famille peutêtre plus heureuse fardeau représente
Je suis épuisée de me battre contre moi-même chaque jour. Cette voix intérieure qui me critique sans cesse ne se tait jamais.,22,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,125,je suis épuisée de me battre contre moimême chaque jour cette voix intérieure qui me critique sans cesse ne se tait jamais,épuisée battre contre moimême jour voix intérieure critique cesse tait jamais
"Même quand j'essaie de faire le bien, je trouve toujours le moyen de me reprocher quelque chose. C'est un cercle vicieux épuisant.",24,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,130,même quand j essaie de faire le bien je trouve toujours le moyen de me reprocher quelque chose c est un cercle vicieux épuisant,essaie bien trouve toujours moyen reprocher quelque chose cercle vicieux épuisant
Je me sens comme une imposteure dans ma propre vie. Chaque compliment reçu ne fait qu'amplifier ma honte intérieure.,20,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,116,je me sens comme une imposteure dans ma propre vie chaque compliment reçu ne fait qu amplifier ma honte intérieure,sens imposteure propre vie compliment reçu amplifier honte intérieure
"La nuit, mes pensées deviennent mes bourreaux. Je revois chaque erreur, chaque moment de faiblesse, et je me juge sans pitié.",21,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,125,la nuit mes pensées deviennent mes bourreaux je revois chaque erreur chaque moment de faiblesse et je me juge sans pitié,nuit pensées deviennent bourreaux revois erreur moment faiblesse juge pitié
"J'ai l'impression d'être un fantôme dans ma propre existence, observant la vie passer sans pouvoir vraiment y participer.",21,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,121,j ai l impression d être un fantôme dans ma propre existence observant la vie passer sans pouvoir vraiment y participer,impression fantôme propre existence observant vie passer pouvoir vraiment participer
Cette sensation d'indignité me suit partout. Même les gestes les plus simples deviennent des sources de doute et d'autocritique.,21,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,128,cette sensation d indignité me suit partout même les gestes les plus simples deviennent des sources de doute et d autocritique,sensation indignité suit partout gestes plus simples deviennent sources doute autocritique
Je me demande souvent si cette douleur finira un jour. Si je pourrai un jour me regarder dans le miroir sans me détester.,23,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,2,121,je me demande souvent si cette douleur finira un jour si je pourrai un jour me regarder dans le miroir sans me détester,demande souvent douleur finira jour pourrai jour regarder miroir détester
"Chaque échec, même minime, confirme ce que je pense de moi. Je suis mon pire ennemi, mon juge le plus sévère.",21,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,5,109,chaque échec même minime confirme ce que je pense de moi je suis mon pire ennemi mon juge le plus sévère,échec minime confirme pense pire ennemi juge plus sévère
"Les moments de joie sont rares et quand ils arrivent, je me sens coupable de les ressentir. Comme si je ne les méritais pas.",24,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,124,les moments de joie sont rares et quand ils arrivent je me sens coupable de les ressentir comme si je ne les méritais pas,moments joie rares arrivent sens coupable ressentir méritais
"Je voudrais tant pouvoir me pardonner, mais cette voix intérieure continue de me rappeler chaque erreur, chaque regret.",18,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,119,je voudrais tant pouvoir me pardonner mais cette voix intérieure continue de me rappeler chaque erreur chaque regret,voudrais tant pouvoir pardonner voix intérieure continue rappeler erreur regret
Cette sensation d'être constamment inadéquate me consume. Je me sens comme un fardeau pour tous ceux qui m'entourent.,20,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,117,cette sensation d être constamment inadéquate me consume je me sens comme un fardeau pour tous ceux qui m entourent,sensation constamment inadéquate consume sens fardeau entourent
Les journées se ressemblent dans leur grisaille. Je me sens responsable de ne pas réussir à en voir les couleurs.,20,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,2,113,les journées se ressemblent dans leur grisaille je me sens responsable de ne pas réussir à en voir les couleurs,journées ressemblent grisaille sens responsable réussir voir couleurs
"Je porte ce masque de normalité qui devient de plus en plus lourd. Derrière, il n'y a que honte et culpabilité.",22,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,111,je porte ce masque de normalité qui devient de plus en plus lourd derrière il n y a que honte et culpabilité,porte masque normalité devient plus plus lourd derrière honte culpabilité
Même mes rêves sont teintés de cette culpabilité. Je me réveille épuisée d'être constamment en guerre contre moi-même.,19,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,118,même mes rêves sont teintés de cette culpabilité je me réveille épuisée d être constamment en guerre contre moimême,rêves teintés culpabilité réveille épuisée constamment guerre contre moimême
"Je cherche la rédemption dans chaque action, mais rien ne semble suffisant pour apaiser cette tempête intérieure.",17,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,2,113,je cherche la rédemption dans chaque action mais rien ne semble suffisant pour apaiser cette tempête intérieure,cherche rédemption action rien semble suffisant apaiser tempête intérieure
Cette prison que j'ai construite autour de moi devient chaque jour plus étroite. Je suis à la fois le geôlier et le prisonnier.,24,French,Self-Reflection/Growth,young adult (20-29),professional,casual,email to family member,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,127,cette prison que j ai construite autour de moi devient chaque jour plus étroite je suis à la fois le geôlier et le prisonnier,prison construite autour devient jour plus étroite geôlier prisonnier
"Chaque matin, je mets un masque pour le monde. Je suis une professionnelle accomplie à l'extérieur, mais à l'intérieur, je me sens comme une imposture totale.",28,French,Self-Reflection/Growth,middle-aged (46-60),professional,casual,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,7,158,chaque matin je mets un masque pour le monde je suis une professionnelle accomplie à l extérieur mais à l intérieur je me sens comme une imposture totale,matin mets masque monde professionnelle accomplie extérieur intérieur sens imposture totale
"Les gens voient ma réussite, mais ils ne comprennent pas que je me déteste chaque jour davantage. C'est un combat silencieux que je mène seule.",26,French,Self-Reflection/Growth,middle-aged (46-60),professional,casual,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,4,143,les gens voient ma réussite mais ils ne comprennent pas que je me déteste chaque jour davantage c est un combat silencieux que je mène seule,gens réussite comprennent déteste jour davantage combat silencieux mène seule
Je regarde mes diplômes accrochés au mur et je me demande comment j'ai pu tromper tout le monde. Je ne mérite rien de tout cela.,26,French,Self-Reflection/Growth,middle-aged (46-60),professional,casual,therapy session,Unhealthy,between 16 and 35 words,16-35 words,0,0,3,128,je regarde mes diplômes accrochés au mur et je me demande comment j ai pu tromper tout le monde je ne mérite rien de tout cela,regarde diplômes accrochés mur demande tromper monde mérite rien
