text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category
"À mon âge, j'ai compris que la guérison n'est pas linéaire. C'est plus comme un tango - deux pas en avant, un pas en arrière.",25,French,Emotional Resilience,elderly (60+),postgraduate,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words
"Les moments difficiles sont comme mes lunettes sales - ils déforment ma vision, mais un bon nettoyage remet tout en perspective.",21,French,Emotional Resilience,elderly (60+),postgraduate,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words
"Quand les pensées noires arrivent, je me dis 'OK boomer, on a déjà vécu ça, on sait comment gérer maintenant'.",20,French,Emotional Resilience,elderly (60+),postgraduate,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words
"La vie c'est comme Netflix - y'a des épisodes tristes, mais faut pas arrêter la série avant la fin, ça devient toujours meilleur!",23,French,Emotional Resilience,elderly (60+),postgraduate,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words
"J'ai assez d'expérience pour savoir que même les plus grandes tempêtes finissent par se calmer. Faut juste tenir bon, ma belle.",21,French,Emotional Resilience,elderly (60+),postgraduate,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words
"Les idées noires? Je les accueille comme de vieilles connaissances, mais je ne les invite plus à rester dîner.",19,French,Emotional Resilience,elderly (60+),postgraduate,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words
"C'est fou comme la dépression peut nous isoler, mais j'ai appris que tendre la main aux autres est le meilleur remède.",21,French,Emotional Resilience,elderly (60+),postgraduate,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words
"À soixante balais passés, je sais que chaque bataille contre la dépression me rend plus forte, même si c'est pas facile.",21,French,Emotional Resilience,elderly (60+),postgraduate,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words
Les pensées suicidaires sont comme des spam emails - je les reconnais maintenant et je les envoie direct à la corbeille!,21,French,Emotional Resilience,elderly (60+),postgraduate,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words
"La dépression me murmure que je suis seule, mais l'expérience me crie que c'est faux. On est tous connectés.",19,French,Emotional Resilience,elderly (60+),postgraduate,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words
"Même quand tout est noir, je garde en tête que c'est temporaire. C'est comme attendre le bus - il finit toujours par arriver.",23,French,Emotional Resilience,elderly (60+),postgraduate,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words
La vie m'a appris que les moments de désespoir sont comme les mauvaises coupes de cheveux - ça repousse toujours!,20,French,Emotional Resilience,elderly (60+),postgraduate,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words
"Dans ces moments sombres, je me rappelle que j'ai survécu à tous mes 'pires jours' jusqu'ici. Pas mal, non?",19,French,Emotional Resilience,elderly (60+),postgraduate,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words
"La dépression essaie de me mentir, mais avec l'âge, on devient plus malin. Je connais ses tricks maintenant!",18,French,Emotional Resilience,elderly (60+),postgraduate,very informal with slang,email to family member,Healthy,between 16 and 35 words,16-35 words
"Même dans les moments les plus sombres, je me rappelle que ces émotions sont temporaires, comme des nuages qui passent dans le ciel.",23,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Je comprends maintenant que demander de l'aide n'est pas un signe de faiblesse, mais plutôt un acte de courage et d'amour envers soi-même.",23,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Parfois, je me sens submergé par mes études, mais je sais que chaque petit pas compte et que je peux surmonter ces défis.",23,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Les jours difficiles m'apprennent à être plus fort, comme un arbre qui s'enracine plus profondément pendant la tempête.",18,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"J'ai appris à accueillir mes émotions sans jugement, sachant qu'elles font partie de mon voyage vers la guérison.",18,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Dans mes moments de doute, je me souviens que ma famille est là pour moi, comme un phare dans la nuit.",21,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"La dépression n'est pas mon identité, c'est une expérience temporaire qui m'enseigne la résilience et la compassion.",17,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Chaque matin est une nouvelle chance de recommencer, même quand les pensées sombres essaient de me convaincre du contraire.",19,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Je trouve du réconfort dans l'écriture, transformant ma douleur en mots qui peuvent peut-être aider d'autres personnes.",17,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Les pensées suicidaires sont comme des vagues, elles viennent et repartent. Je reste ancré dans l'espoir.",16,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"À l'université, j'apprends non seulement mes cours, mais aussi à naviguer dans mes émotions avec plus de sagesse.",18,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"La thérapie m'a montré que je ne suis pas seul, que mes luttes sont valides et que le changement est possible.",21,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Quand tout semble noir, je me rappelle que l'aube finit toujours par se lever, même après la nuit la plus longue.",21,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Je cultive la gratitude pour les petites victoires quotidiennes, chaque sourire est une victoire contre la dépression.",17,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Les moments difficiles m'ont appris à être plus doux avec moi-même, à accepter que je suis en apprentissage constant.",19,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Dans ma fragilité, je découvre ma force. Dans mes doutes, je trouve ma détermination à continuer.",16,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"La guérison n'est pas linéaire, mais chaque jour je choisis de faire un pas, même minuscule, vers la lumière.",19,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Je transforme ma douleur en art, en poésie, en musique. C'est ma façon de donner un sens à ce que je traverse.",22,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Les pensées négatives ne sont pas des vérités, ce sont des nuages passagers dans le ciel de mon esprit.",19,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"J'apprends à être mon propre ami, à m'écouter avec compassion quand les voix critiques deviennent trop fortes.",17,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"La vie est précieuse, même quand elle fait mal. Je choisis de rester, de lutter, de grandir à travers cette expérience.",21,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Mes émotions sont comme des vagues sur l'océan, je peux apprendre à surfer plutôt que de me noyer.",18,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Dans mes études, je trouve un refuge, une façon de canaliser mon énergie vers quelque chose de constructif.",18,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Je suis plus que mes pensées sombres, plus que ma dépression. Je suis un être en devenir, plein de possibilités.",20,French,Emotional Resilience,teenager (13-19),university student,neutral,email to family member,Healthy,between 16 and 35 words,16-35 words
"Dans les moments les plus sombres, je me rappelle que les émotions sont transitoires, comme les nuages qui passent dans le ciel académique de mes pensées.",26,French,Emotional Resilience,teenager (13-19),postgraduate,highly formal academic,anonymous blog post,Healthy,between 16 and 35 words,16-35 words
