text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category,cleaned_text,hashtags,tokens,char_count,punct_count,question_count,exclamation_count,ellipsis_count,text_nostop,emoji_count,emoticon_count
"Salut frérot, j'sais pas comment l'expliquer mais j'me sens comme un boulet pour tout le monde. Genre, même avec mon doctorat et tout, j'ai l'impression que je gâche l'oxygène des autres. C'est comme si j'étais dans une pièce pleine de gens qui respirent normalement, et moi, j'me noie lentement. J'essaie de faire semblant que tout va bien au boulot, mais c'est épuisant de porter ce masque.",66,French,Social Impact,adult (30-45),postgraduate,very informal with slang,email to family member,Unhealthy,66,61-90 words,salut frérot j'sais pas comment l'expliquer mais j'me sens comme un boulet pour tout le monde genre même avec mon doctorat et tout j'ai l'impression que je gâche l'oxygène des autres c'est comme si j'étais dans une pièce pleine de gens qui respirent normalement et moi j'me noie lentement j'essaie de faire semblant que tout va bien au boulot mais c'est épuisant de porter ce masque,[],"['salut', 'frérot', 'sai', 'pas', 'comment', 'expliquer', 'sentir', 'boulet', 'monde', 'genre', 'doctorat', 'impression', 'gâch', 'oxygène', 'pièce', 'plein', 'gens', 'respirer', 'normalement', 'noyer', 'lentement', 'essayer', 'faire', 'sembler', 'aller', 'boulot', 'épuiser', 'porter', 'masque']",382,0,0,0,0,salut frérot sai pas comment expliquer sentir boulet monde genre doctorat impression gâch oxygène pièce plein gens respirer normalement noyer lentement essayer faire sembler aller boulot épuiser porter masque,0,0
"Hey, tu sais ce truc bizarre? Même avec tout ce que j'ai accompli, j'ai l'impression d'être un échec total. C'est comme si j'étais dans un tsunami émotionnel pendant que tout le monde voit juste une mer calme. J'me dis souvent que vous seriez tous mieux sans moi. J'sais que c'est chelou de dire ça, mais c'est plus fort que moi.",60,French,Social Impact,adult (30-45),postgraduate,very informal with slang,email to family member,Unhealthy,60,36-60 words,hey tu sais ce truc bizarre? même avec tout ce que j'ai accompli j'ai l'impression d'être un échec total c'est comme si j'étais dans un tsunami émotionnel pendant que tout le monde voit juste une mer calme j'me dis souvent que vous seriez tous mieux sans moi j'sais que c'est chelou de dire ça mais c'est plus fort que moi,[],"['hey', 'taire', 'savoir', 'truc', 'bizarre', 'accomplir', 'impression', 'échec', 'total', 'tsunami', 'émotionnel', 'monde', 'voir', 'juste', 'mer', 'calme', 'dire', 'souvent', 'mieux', 'savoir', 'chelou', 'dire', 'plus', 'fort']",322,1,1,0,0,hey taire savoir truc bizarre accomplir impression échec total tsunami émotionnel monde voir juste mer calme dire souvent mieux savoir chelou dire plus fort,0,0
"Franchement, j'en peux plus de faire semblant. T'as déjà eu l'impression que ton existence même était une erreur? C'est ouf comme sentiment. Malgré ma carrière, mes diplômes, tout ça, j'me sens comme un poids mort. J'vois les autres vivre leur vie et moi, j'suis là, coincé dans ce trou noir qui m'aspire chaque jour un peu plus.",57,French,Social Impact,adult (30-45),postgraduate,very informal with slang,email to family member,Unhealthy,57,36-60 words,franchement j'en peux plus de faire semblant t'as déjà eu l'impression que ton existence même était une erreur? c'est ouf comme sentiment malgré ma carrière mes diplômes tout ça j'me sens comme un poids mort j'vois les autres vivre leur vie et moi j'suis là coincé dans ce trou noir qui m'aspire chaque jour un peu plus,[],"['franchement', 'peu', 'plus', 'faire', 'sembler', 'déjà', 'impression', 'existence', 'erreur', 'ouf', 'sentiment', 'carrière', 'diplôme', 'sentir', 'poids', 'mort', 'voir', 'vivre', 'vie', 'là', 'coincer', 'trou', 'noir', 'aspirer', 'jour', 'peu', 'plus']",319,1,1,0,0,franchement peu plus faire sembler déjà impression existence erreur ouf sentiment carrière diplôme sentir poids mort voir vivre vie là coincer trou noir aspirer jour peu plus,0,0
"Écoute, faut que j'te dise un truc. J'ai l'impression d'être dans un puits sans fond. Même mes succès académiques semblent vides maintenant. C'est comme si j'étais spectateur de ma propre vie, tu vois? J'voudrais juste hurler dans le vide parfois. J'me demande si quelqu'un remarquerait vraiment mon absence.",48,French,Social Impact,adult (30-45),postgraduate,very informal with slang,email to family member,Unhealthy,48,36-60 words,écoute faut que j'te dise un truc j'ai l'impression d'être dans un puits sans fond même mes succès académiques semblent vides maintenant c'est comme si j'étais spectateur de ma propre vie tu vois? j'voudrais juste hurler dans le vide parfois j'me demande si quelqu'un remarquerait vraiment mon absence,[],"['écoute', 'falloir', 'dis', 'truc', 'impression', 'puits', 'fond', 'succès', 'académique', 'sembler', 'vide', 'maintenant', 'étai', 'spectateur', 'propre', 'vie', 'voir', 'vouloir', 'juste', 'hurler', 'vide', 'parfois', 'demande', 'remarquer', 'vraiment', 'absence']",301,1,1,0,0,écoute falloir dis truc impression puits fond succès académique sembler vide maintenant étai spectateur propre vie voir vouloir juste hurler vide parfois demande remarquer vraiment absence,0,0
"J'ai besoin de vider mon sac... Tu sais, c'est comme si j'étais dans une pièce noire sans issues. Mes diplômes, ma carrière, tout ça semble tellement insignifiant maintenant. J'ai l'impression d'être un parasite qui bouffe l'énergie des autres. Même quand je souris, c'est comme si j'portais un masque en plomb.",50,French,Social Impact,adult (30-45),postgraduate,very informal with slang,email to family member,Unhealthy,50,36-60 words,j'ai besoin de vider mon sac tu sais c'est comme si j'étais dans une pièce noire sans issues mes diplômes ma carrière tout ça semble tellement insignifiant maintenant j'ai l'impression d'être un parasite qui bouffe l'énergie des autres même quand je souris c'est comme si j'portais un masque en plomb,[],"['besoin', 'vider', 'sac', 'taire', 'sai', 'pièce', 'noir', 'issu', 'diplôme', 'carrière', 'sembler', 'tellement', 'insignifiant', 'maintenant', 'impression', 'parasite', 'bouffe', 'énergie', 'sourire', 'porter', 'masque', 'plomb']",300,0,0,0,0,besoin vider sac taire sai pièce noir issu diplôme carrière sembler tellement insignifiant maintenant impression parasite bouffe énergie sourire porter masque plomb,0,0
"Yo, j'sais que c'est pas cool de dire ça, mais j'ai l'impression d'être une erreur dans l'équation de la vie. Genre, malgré mes études et tout, j'arrive même pas à voir un futur potable. C'est comme si j'étais dans une cage invisible pendant que tout le monde danse dehors. J'me dis souvent que vous méritez mieux qu'un boulet comme moi.",60,French,Social Impact,adult (30-45),postgraduate,very informal with slang,email to family member,Unhealthy,60,36-60 words,yo j'sais que c'est pas cool de dire ça mais j'ai l'impression d'être une erreur dans l'équation de la vie genre malgré mes études et tout j'arrive même pas à voir un futur potable c'est comme si j'étais dans une cage invisible pendant que tout le monde danse dehors j'me dis souvent que vous méritez mieux qu'un boulet comme moi,[],"['yo', 'savoir', 'pas', 'cool', 'dire', 'impression', 'erreur', 'équation', 'vie', 'genre', 'étude', 'arriver', 'pas', 'voir', 'futur', 'potable', 'cage', 'invisible', 'monde', 'danse', 'dehors', 'dire', 'souvent', 'mériter', 'mieux', 'boulet']",329,0,0,0,0,yo savoir pas cool dire impression erreur équation vie genre étude arriver pas voir futur potable cage invisible monde danse dehors dire souvent mériter mieux boulet,0,0
"Je me sens comme un poids mort dans ma famille académique. Malgré mon doctorat, je ne contribue rien de valeur. Mes recherches semblent insignifiantes, et mes collègues progresseraient mieux sans devoir me soutenir constamment. C'est comme si j'étais un fantôme dans les couloirs universitaires, invisible mais pesant sur les ressources. Parfois, je me demande si l'institution ne serait pas plus efficace sans ma présence paralysante.",65,French,Social Impact,teenager (13-19),postgraduate,formal,therapy session,Unhealthy,65,61-90 words,je me sens comme un poids mort dans ma famille académique malgré mon doctorat je ne contribue rien de valeur mes recherches semblent insignifiantes et mes collègues progresseraient mieux sans devoir me soutenir constamment c'est comme si j'étais un fantôme dans les couloirs universitaires invisible mais pesant sur les ressources parfois je me demande si l'institution ne serait pas plus efficace sans ma présence paralysante,[],"['sentir', 'poids', 'mort', 'famille', 'académique', 'doctorat', 'ne', 'contribuer', 'rien', 'valeur', 'recherche', 'sembler', 'insignifiant', 'collègue', 'progresseraient', 'mieux', 'devoir', 'soutenir', 'constamment', 'étai', 'fantôme', 'couloir', 'universitaire', 'invisible', 'peser', 'ressource', 'parfois', 'demande', 'institution', 'ne', 'pas', 'plus', 'efficace', 'présence', 'paralysant']",426,0,0,0,0,sentir poids mort famille académique doctorat ne contribuer rien valeur recherche sembler insignifiant collègue progresseraient mieux devoir soutenir constamment étai fantôme couloir universitaire invisible peser ressource parfois demande institution ne pas plus efficace présence paralysant,0,0
"L'isolement social est devenu mon refuge et ma prison. Dans les séminaires, je me sens comme une coquille vide, incapable de participer aux discussions intellectuelles qui autrefois me passionnaient. Les mots des autres traversent mon esprit comme à travers un brouillard épais. Cette sensation d'être détachée du monde académique, comme une feuille morte tourbillonnant dans le vent, me consume chaque jour davantage.",62,French,Social Impact,teenager (13-19),postgraduate,formal,therapy session,Unhealthy,62,61-90 words,l'isolement social est devenu mon refuge et ma prison dans les séminaires je me sens comme une coquille vide incapable de participer aux discussions intellectuelles qui autrefois me passionnaient les mots des autres traversent mon esprit comme à travers un brouillard épais cette sensation d'être détachée du monde académique comme une feuille morte tourbillonnant dans le vent me consume chaque jour davantage,[],"['isolement', 'social', 'devenir', 'refuge', 'prison', 'séminaire', 'sentir', 'coquill', 'vide', 'incapable', 'participer', 'discussion', 'intellectuel', 'autrefoi', 'passionner', 'mot', 'traversent', 'esprit', 'travers', 'brouillard', 'éper', 'sensation', 'détacher', 'monde', 'académique', 'feuill', 'mort', 'tourbillonner', 'vent', 'consume', 'jour', 'davantage']",410,0,0,0,0,isolement social devenir refuge prison séminaire sentir coquill vide incapable participer discussion intellectuel autrefoi passionner mot traversent esprit travers brouillard éper sensation détacher monde académique feuill mort tourbillonner vent consume jour davantage,0,0
"La pression de maintenir une image de réussite académique m'étouffe. Chaque publication, chaque présentation devient un fardeau insurmontable. Je souris aux réunions, mais à l'intérieur, je suis comme engloutie par du goudron. Mes accomplissements semblent creux, et je sens que mes mentors regrettent d'avoir investi leur temps en moi. Cette mascarade épuise mes dernières forces.",55,French,Social Impact,teenager (13-19),postgraduate,formal,therapy session,Unhealthy,55,36-60 words,la pression de maintenir une image de réussite académique m'étouffe chaque publication chaque présentation devient un fardeau insurmontable je souris aux réunions mais à l'intérieur je suis comme engloutie par du goudron mes accomplissements semblent creux et je sens que mes mentors regrettent d'avoir investi leur temps en moi cette mascarade épuise mes dernières forces,[],"['pression', 'maintenir', 'image', 'réussite', 'académique', 'étouffe', 'publication', 'présentation', 'devenir', 'fardeau', 'insurmontable', 'sourire', 'réunion', 'intérieur', 'engloutie', 'goudron', 'accomplissement', 'sembler', 'creux', 'sentir', 'mentor', 'regretter', 'investi', 'temps', 'mascarade', 'épuiser', 'dernier', 'force']",372,0,0,0,0,pression maintenir image réussite académique étouffe publication présentation devenir fardeau insurmontable sourire réunion intérieur engloutie goudron accomplissement sembler creux sentir mentor regretter investi temps mascarade épuiser dernier force,0,0
"Les attentes liées à mon jeune âge et mes diplômes avancés créent un gouffre de désespoir. Comment puis-je justifier ma position quand chaque respiration semble un effort surhumain? Je me sens comme une imposture dans ce monde académique, une erreur qui doit être corrigée. Le contraste entre mon apparence de succès et mon vide intérieur devient insupportable.",57,French,Social Impact,teenager (13-19),postgraduate,formal,therapy session,Unhealthy,57,36-60 words,les attentes liées à mon jeune âge et mes diplômes avancés créent un gouffre de désespoir comment puis-je justifier ma position quand chaque respiration semble un effort surhumain? je me sens comme une imposture dans ce monde académique une erreur qui doit être corrigée le contraste entre mon apparence de succès et mon vide intérieur devient insupportable,[],"['attente', 'lier', 'jeune', 'âge', 'diplôme', 'avancer', 'créer', 'gouffre', 'désespoir', 'comment', 'pouvoir', 'justifier', 'position', 'respiration', 'sembler', 'effort', 'surhumain', 'sentir', 'imposture', 'monde', 'académique', 'erreur', 'devoir', 'corriger', 'contraste', 'entrer', 'apparence', 'succès', 'vide', 'intérieur', 'devenir', 'insupportable']",357,1,1,0,0,attente lier jeune âge diplôme avancer créer gouffre désespoir comment pouvoir justifier position respiration sembler effort surhumain sentir imposture monde académique erreur devoir corriger contraste entrer apparence succès vide intérieur devenir insupportable,0,0
